"state","date","fips","cumulative_cases","cumulative_deaths","lag_cases","lag_deaths","cases_is_cumulative","dth_is_cumulative","lead_cases","lead_deaths","lead2_cases","lead2_deaths","cases","deaths"
"Alabama",2020-03-13,"01",6,0,NA,NA,NA,NA,12,0,23,0,NA,NA
"Alabama",2020-03-14,"01",12,0,6,0,1,1,23,0,29,0,6,0
"Alabama",2020-03-15,"01",23,0,12,0,1,1,29,0,39,0,11,0
"Alabama",2020-03-16,"01",29,0,23,0,1,1,39,0,51,0,6,0
"Alabama",2020-03-17,"01",39,0,29,0,1,1,51,0,78,0,10,0
"Alabama",2020-03-18,"01",51,0,39,0,1,1,78,0,106,0,12,0
"Alabama",2020-03-19,"01",78,0,51,0,1,1,106,0,131,0,27,0
"Alabama",2020-03-20,"01",106,0,78,0,1,1,131,0,157,0,28,0
"Alabama",2020-03-21,"01",131,0,106,0,1,1,157,0,196,0,25,0
"Alabama",2020-03-22,"01",157,0,131,0,1,1,196,0,242,0,26,0
"Alabama",2020-03-23,"01",196,0,157,0,1,1,242,0,386,1,39,0
"Alabama",2020-03-24,"01",242,0,196,0,1,1,386,1,538,3,46,0
"Alabama",2020-03-25,"01",386,1,242,0,1,1,538,3,639,4,144,1
"Alabama",2020-03-26,"01",538,3,386,1,1,1,639,4,720,4,152,2
"Alabama",2020-03-27,"01",639,4,538,3,1,1,720,4,830,5,101,1
"Alabama",2020-03-28,"01",720,4,639,4,1,1,830,5,947,11,81,0
"Alabama",2020-03-29,"01",830,5,720,4,1,1,947,11,999,13,110,1
"Alabama",2020-03-30,"01",947,11,830,5,1,1,999,13,1106,28,117,6
"Alabama",2020-03-31,"01",999,13,947,11,1,1,1106,28,1270,32,52,2
"Alabama",2020-04-01,"01",1106,28,999,13,1,1,1270,32,1535,38,107,15
"Alabama",2020-04-02,"01",1270,32,1106,28,1,1,1535,38,1632,44,164,4
"Alabama",2020-04-03,"01",1535,38,1270,32,1,1,1632,44,1840,45,265,6
"Alabama",2020-04-04,"01",1632,44,1535,38,1,1,1840,45,2005,53,97,6
"Alabama",2020-04-05,"01",1840,45,1632,44,1,1,2005,53,2197,64,208,1
"Alabama",2020-04-06,"01",2005,53,1840,45,1,1,2197,64,2498,67,165,8
"Alabama",2020-04-07,"01",2197,64,2005,53,1,1,2498,67,2838,78,192,11
"Alabama",2020-04-08,"01",2498,67,2197,64,1,1,2838,78,3008,80,301,3
"Alabama",2020-04-09,"01",2838,78,2498,67,1,1,3008,80,3262,93,340,11
"Alabama",2020-04-10,"01",3008,80,2838,78,1,1,3262,93,3583,93,170,2
"Alabama",2020-04-11,"01",3262,93,3008,80,1,1,3583,93,3805,104,254,13
"Alabama",2020-04-12,"01",3583,93,3262,93,1,1,3805,104,3953,114,321,0
"Alabama",2020-04-13,"01",3805,104,3583,93,1,1,3953,114,4241,123,222,11
"Alabama",2020-04-14,"01",3953,114,3805,104,1,1,4241,123,4404,137,148,10
"Alabama",2020-04-15,"01",4241,123,3953,114,1,1,4404,137,4572,151,288,9
"Alabama",2020-04-16,"01",4404,137,4241,123,1,1,4572,151,4723,147,163,14
"Alabama",2020-04-17,"01",4572,147,4404,137,1,1,4723,147,4903,160,168,10
"Alabama",2020-04-18,"01",4723,147,4572,151,1,0,4903,160,5078,164,151,0
"Alabama",2020-04-19,"01",4903,160,4723,147,1,1,5078,164,5327,186,180,13
"Alabama",2020-04-20,"01",5078,164,4903,160,1,1,5327,186,5610,201,175,4
"Alabama",2020-04-21,"01",5327,186,5078,164,1,1,5610,201,5832,197,249,22
"Alabama",2020-04-22,"01",5610,197,5327,186,1,1,5832,197,6026,209,283,11
"Alabama",2020-04-23,"01",5832,197,5610,201,1,0,6026,209,6213,213,222,0
"Alabama",2020-04-24,"01",6026,209,5832,197,1,1,6213,213,6421,219,194,12
"Alabama",2020-04-25,"01",6213,213,6026,209,1,1,6421,219,6539,228,187,4
"Alabama",2020-04-26,"01",6421,219,6213,213,1,1,6539,228,6750,242,208,6
"Alabama",2020-04-27,"01",6539,228,6421,219,1,1,6750,242,6925,262,118,9
"Alabama",2020-04-28,"01",6750,242,6539,228,1,1,6925,262,7068,272,211,14
"Alabama",2020-04-29,"01",6925,262,6750,242,1,1,7068,272,7294,289,175,20
"Alabama",2020-04-30,"01",7068,272,6925,262,1,1,7294,289,7611,288,143,10
"Alabama",2020-05-01,"01",7294,288,7068,272,1,1,7611,288,7888,290,226,16
"Alabama",2020-05-02,"01",7611,288,7294,289,1,0,7888,290,8112,298,317,0
"Alabama",2020-05-03,"01",7888,290,7611,288,1,1,8112,298,8437,315,277,2
"Alabama",2020-05-04,"01",8112,298,7888,290,1,1,8437,315,8691,343,224,8
"Alabama",2020-05-05,"01",8437,315,8112,298,1,1,8691,343,9046,369,325,17
"Alabama",2020-05-06,"01",8691,343,8437,315,1,1,9046,369,9385,383,254,28
"Alabama",2020-05-07,"01",9046,369,8691,343,1,1,9385,383,9668,390,355,26
"Alabama",2020-05-08,"01",9385,383,9046,369,1,1,9668,390,9889,393,339,14
"Alabama",2020-05-09,"01",9668,390,9385,383,1,1,9889,393,10164,403,283,7
"Alabama",2020-05-10,"01",9889,393,9668,390,1,1,10164,403,10464,435,221,3
"Alabama",2020-05-11,"01",10164,403,9889,393,1,1,10464,435,10700,450,275,10
"Alabama",2020-05-12,"01",10464,435,10164,403,1,1,10700,450,11101,473,300,32
"Alabama",2020-05-13,"01",10700,450,10464,435,1,1,11101,473,11373,483,236,15
"Alabama",2020-05-14,"01",11101,473,10700,450,1,1,11373,483,11674,485,401,23
"Alabama",2020-05-15,"01",11373,483,11101,473,1,1,11674,485,11771,488,272,10
"Alabama",2020-05-16,"01",11674,485,11373,483,1,1,11771,488,12086,489,301,2
"Alabama",2020-05-17,"01",11771,488,11674,485,1,1,12086,489,12376,504,97,3
"Alabama",2020-05-18,"01",12086,489,11771,488,1,1,12376,504,13052,522,315,1
"Alabama",2020-05-19,"01",12376,504,12086,489,1,1,13052,522,13414,529,290,15
"Alabama",2020-05-20,"01",13052,522,12376,504,1,1,13414,529,13670,541,676,18
"Alabama",2020-05-21,"01",13414,529,13052,522,1,1,13670,541,14149,549,362,7
"Alabama",2020-05-22,"01",13670,541,13414,529,1,1,14149,549,14478,551,256,12
"Alabama",2020-05-23,"01",14149,549,13670,541,1,1,14478,551,14986,566,479,8
"Alabama",2020-05-24,"01",14478,551,14149,549,1,1,14986,566,15650,580,329,2
"Alabama",2020-05-25,"01",14986,566,14478,551,1,1,15650,580,16032,583,508,15
"Alabama",2020-05-26,"01",15650,580,14986,566,1,1,16032,583,16530,591,664,14
"Alabama",2020-05-27,"01",16032,583,15650,580,1,1,16530,591,17031,610,382,3
"Alabama",2020-05-28,"01",16530,591,16032,583,1,1,17031,610,17359,618,498,8
"Alabama",2020-05-29,"01",17031,610,16530,591,1,1,17359,618,17952,630,501,19
"Alabama",2020-05-30,"01",17359,618,17031,610,1,1,17952,630,18534,646,328,8
"Alabama",2020-05-31,"01",17952,630,17359,618,1,1,18534,646,18771,653,593,12
"Alabama",2020-06-01,"01",18534,646,17952,630,1,1,18771,653,18851,653,582,16
"Alabama",2020-06-02,"01",18771,653,18534,646,1,1,18851,653,19072,653,237,7
"Alabama",2020-06-03,"01",18851,653,18771,653,1,1,19072,653,19387,676,80,0
"Alabama",2020-06-04,"01",19072,653,18851,653,1,1,19387,676,NA,NA,221,0
"Alabama",2020-06-05,"01",19387,676,19072,653,1,1,NA,NA,NA,NA,315,23
"Alaska",2020-03-12,"02",1,0,NA,NA,NA,NA,1,0,1,0,NA,NA
"Alaska",2020-03-13,"02",1,0,1,0,1,1,1,0,1,0,0,0
"Alaska",2020-03-14,"02",1,0,1,0,1,1,1,0,3,0,0,0
"Alaska",2020-03-15,"02",1,0,1,0,1,1,3,0,6,0,0,0
"Alaska",2020-03-16,"02",3,0,1,0,1,1,6,0,9,0,2,0
"Alaska",2020-03-17,"02",6,0,3,0,1,1,9,0,12,0,3,0
"Alaska",2020-03-18,"02",9,0,6,0,1,1,12,0,14,0,3,0
"Alaska",2020-03-19,"02",12,0,9,0,1,1,14,0,21,0,3,0
"Alaska",2020-03-20,"02",14,0,12,0,1,1,21,0,22,0,2,0
"Alaska",2020-03-21,"02",21,0,14,0,1,1,22,0,36,0,7,0
"Alaska",2020-03-22,"02",22,0,21,0,1,1,36,0,42,0,1,0
"Alaska",2020-03-23,"02",36,0,22,0,1,1,42,0,59,0,14,0
"Alaska",2020-03-24,"02",42,0,36,0,1,1,59,0,69,0,6,0
"Alaska",2020-03-25,"02",59,0,42,0,1,1,69,0,85,1,17,0
"Alaska",2020-03-26,"02",69,0,59,0,1,1,85,1,102,1,10,0
"Alaska",2020-03-27,"02",85,1,69,0,1,1,102,1,114,1,16,1
"Alaska",2020-03-28,"02",102,1,85,1,1,1,114,1,119,2,17,0
"Alaska",2020-03-29,"02",114,1,102,1,1,1,119,2,133,2,12,0
"Alaska",2020-03-30,"02",119,2,114,1,1,1,133,2,143,2,5,1
"Alaska",2020-03-31,"02",133,2,119,2,1,1,143,2,146,2,14,0
"Alaska",2020-04-01,"02",143,2,133,2,1,1,146,2,156,2,10,0
"Alaska",2020-04-02,"02",146,2,143,2,1,1,156,2,169,3,3,0
"Alaska",2020-04-03,"02",156,2,146,2,1,1,169,3,183,4,10,0
"Alaska",2020-04-04,"02",169,3,156,2,1,1,183,4,189,4,13,1
"Alaska",2020-04-05,"02",183,4,169,3,1,1,189,4,211,4,14,1
"Alaska",2020-04-06,"02",189,4,183,4,1,1,211,4,224,5,6,0
"Alaska",2020-04-07,"02",211,4,189,4,1,1,224,5,233,5,22,0
"Alaska",2020-04-08,"02",224,5,211,4,1,1,233,5,244,5,13,1
"Alaska",2020-04-09,"02",233,5,224,5,1,1,244,5,255,6,9,0
"Alaska",2020-04-10,"02",244,5,233,5,1,1,255,6,270,6,11,0
"Alaska",2020-04-11,"02",255,6,244,5,1,1,270,6,275,6,11,1
"Alaska",2020-04-12,"02",270,6,255,6,1,1,275,6,283,7,15,0
"Alaska",2020-04-13,"02",275,6,270,6,1,1,283,7,291,7,5,0
"Alaska",2020-04-14,"02",283,7,275,6,1,1,291,7,298,7,8,1
"Alaska",2020-04-15,"02",291,7,283,7,1,1,298,7,307,7,8,0
"Alaska",2020-04-16,"02",298,7,291,7,1,1,307,7,312,7,7,0
"Alaska",2020-04-17,"02",307,7,298,7,1,1,312,7,317,7,9,0
"Alaska",2020-04-18,"02",312,7,307,7,1,1,317,7,319,7,5,0
"Alaska",2020-04-19,"02",317,7,312,7,1,1,319,7,327,7,5,0
"Alaska",2020-04-20,"02",319,7,317,7,1,1,327,7,333,7,2,0
"Alaska",2020-04-21,"02",327,7,319,7,1,1,333,7,335,7,8,0
"Alaska",2020-04-22,"02",333,7,327,7,1,1,335,7,337,7,6,0
"Alaska",2020-04-23,"02",335,7,333,7,1,1,337,7,337,7,2,0
"Alaska",2020-04-24,"02",337,7,335,7,1,1,337,7,339,7,2,0
"Alaska",2020-04-25,"02",337,7,337,7,1,1,339,7,343,7,0,0
"Alaska",2020-04-26,"02",339,7,337,7,1,1,343,7,349,7,2,0
"Alaska",2020-04-27,"02",343,7,339,7,1,1,349,7,353,7,4,0
"Alaska",2020-04-28,"02",349,7,343,7,1,1,353,7,353,7,6,0
"Alaska",2020-04-29,"02",353,7,349,7,1,1,353,7,362,7,4,0
"Alaska",2020-04-30,"02",353,7,353,7,1,1,362,7,363,7,0,0
"Alaska",2020-05-01,"02",362,7,353,7,1,1,363,7,366,7,9,0
"Alaska",2020-05-02,"02",363,7,362,7,1,1,366,7,368,7,1,0
"Alaska",2020-05-03,"02",366,7,363,7,1,1,368,7,369,7,3,0
"Alaska",2020-05-04,"02",368,7,366,7,1,1,369,7,370,8,2,0
"Alaska",2020-05-05,"02",369,7,368,7,1,1,370,8,373,8,1,0
"Alaska",2020-05-06,"02",370,8,369,7,1,1,373,8,376,8,1,1
"Alaska",2020-05-07,"02",373,8,370,8,1,1,376,8,377,8,3,0
"Alaska",2020-05-08,"02",376,8,373,8,1,1,377,8,378,8,3,0
"Alaska",2020-05-09,"02",377,8,376,8,1,1,378,8,380,8,1,0
"Alaska",2020-05-10,"02",378,8,377,8,1,1,380,8,383,8,1,0
"Alaska",2020-05-11,"02",380,8,378,8,1,1,383,8,383,8,2,0
"Alaska",2020-05-12,"02",383,8,380,8,1,1,383,8,387,8,3,0
"Alaska",2020-05-13,"02",383,8,383,8,1,1,387,8,388,8,0,0
"Alaska",2020-05-14,"02",387,8,383,8,1,1,388,8,392,8,4,0
"Alaska",2020-05-15,"02",388,8,387,8,1,1,392,8,396,8,1,0
"Alaska",2020-05-16,"02",392,8,388,8,1,1,396,8,399,8,4,0
"Alaska",2020-05-17,"02",396,8,392,8,1,1,399,8,399,8,4,0
"Alaska",2020-05-18,"02",399,8,396,8,1,1,399,8,402,8,3,0
"Alaska",2020-05-19,"02",399,8,399,8,1,1,402,8,402,8,0,0
"Alaska",2020-05-20,"02",402,8,399,8,1,1,402,8,404,8,3,0
"Alaska",2020-05-21,"02",402,8,402,8,1,1,404,8,409,8,0,0
"Alaska",2020-05-22,"02",404,8,402,8,1,1,409,8,409,8,2,0
"Alaska",2020-05-23,"02",409,8,404,8,1,1,409,8,412,8,5,0
"Alaska",2020-05-24,"02",409,8,409,8,1,1,412,8,416,8,0,0
"Alaska",2020-05-25,"02",412,8,409,8,1,1,416,8,417,8,3,0
"Alaska",2020-05-26,"02",416,8,412,8,1,1,417,8,430,8,4,0
"Alaska",2020-05-27,"02",417,8,416,8,1,1,430,8,436,8,1,0
"Alaska",2020-05-28,"02",430,8,417,8,1,1,436,8,441,8,13,0
"Alaska",2020-05-29,"02",436,8,430,8,1,1,441,8,469,8,6,0
"Alaska",2020-05-30,"02",441,8,436,8,1,1,469,8,476,8,5,0
"Alaska",2020-05-31,"02",469,8,441,8,1,1,476,8,497,8,28,0
"Alaska",2020-06-01,"02",476,8,469,8,1,1,497,8,516,8,7,0
"Alaska",2020-06-02,"02",497,8,476,8,1,1,516,8,542,8,21,0
"Alaska",2020-06-03,"02",516,8,497,8,1,1,542,8,565,8,19,0
"Alaska",2020-06-04,"02",542,8,516,8,1,1,565,8,NA,NA,26,0
"Alaska",2020-06-05,"02",565,8,542,8,1,1,NA,NA,NA,NA,23,0
"Arizona",2020-01-26,"04",1,0,NA,NA,NA,NA,1,0,1,0,NA,NA
"Arizona",2020-01-27,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-01-28,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-01-29,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-01-30,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-01-31,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-02-01,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-02-02,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-02-03,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-02-04,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-02-05,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-02-06,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-02-07,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-02-08,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-02-09,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-02-10,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-02-11,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-02-12,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-02-13,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-02-14,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-02-15,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-02-16,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-02-17,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-02-18,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-02-19,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-02-20,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-02-21,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-02-22,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-02-23,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-02-24,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-02-25,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-02-26,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-02-27,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-02-28,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-02-29,"04",1,0,1,0,1,1,1,0,1,0,0,0
"Arizona",2020-03-01,"04",1,0,1,0,1,1,1,0,2,0,0,0
"Arizona",2020-03-02,"04",1,0,1,0,1,1,2,0,2,0,0,0
"Arizona",2020-03-03,"04",2,0,1,0,1,1,2,0,2,0,1,0
"Arizona",2020-03-04,"04",2,0,2,0,1,1,2,0,3,0,0,0
"Arizona",2020-03-05,"04",2,0,2,0,1,1,3,0,5,0,0,0
"Arizona",2020-03-06,"04",3,0,2,0,1,1,5,0,5,0,1,0
"Arizona",2020-03-07,"04",5,0,3,0,1,1,5,0,6,0,2,0
"Arizona",2020-03-08,"04",5,0,5,0,1,1,6,0,6,0,0,0
"Arizona",2020-03-09,"04",6,0,5,0,1,1,6,0,9,0,1,0
"Arizona",2020-03-10,"04",6,0,6,0,1,1,9,0,9,0,0,0
"Arizona",2020-03-11,"04",9,0,6,0,1,1,9,0,9,0,3,0
"Arizona",2020-03-12,"04",9,0,9,0,1,1,9,0,12,0,0,0
"Arizona",2020-03-13,"04",9,0,9,0,1,1,12,0,13,0,0,0
"Arizona",2020-03-14,"04",12,0,9,0,1,1,13,0,18,0,3,0
"Arizona",2020-03-15,"04",13,0,12,0,1,1,18,0,20,0,1,0
"Arizona",2020-03-16,"04",18,0,13,0,1,1,20,0,28,0,5,0
"Arizona",2020-03-17,"04",20,0,18,0,1,1,28,0,47,0,2,0
"Arizona",2020-03-18,"04",28,0,20,0,1,1,47,0,70,1,8,0
"Arizona",2020-03-19,"04",47,0,28,0,1,1,70,1,104,1,19,0
"Arizona",2020-03-20,"04",70,1,47,0,1,1,104,1,153,2,23,1
"Arizona",2020-03-21,"04",104,1,70,1,1,1,153,2,234,2,34,0
"Arizona",2020-03-22,"04",153,2,104,1,1,1,234,2,326,6,49,1
"Arizona",2020-03-23,"04",234,2,153,2,1,1,326,6,402,6,81,0
"Arizona",2020-03-24,"04",326,6,234,2,1,1,402,6,508,8,92,4
"Arizona",2020-03-25,"04",402,6,326,6,1,1,508,8,665,15,76,0
"Arizona",2020-03-26,"04",508,8,402,6,1,1,665,15,773,15,106,2
"Arizona",2020-03-27,"04",665,15,508,8,1,1,773,15,929,18,157,7
"Arizona",2020-03-28,"04",773,15,665,15,1,1,929,18,1169,20,108,0
"Arizona",2020-03-29,"04",929,18,773,15,1,1,1169,20,1298,24,156,3
"Arizona",2020-03-30,"04",1169,20,929,18,1,1,1298,24,1413,29,240,2
"Arizona",2020-03-31,"04",1298,24,1169,20,1,1,1413,29,1600,35,129,4
"Arizona",2020-04-01,"04",1413,29,1298,24,1,1,1600,35,1769,41,115,5
"Arizona",2020-04-02,"04",1600,35,1413,29,1,1,1769,41,2019,53,187,6
"Arizona",2020-04-03,"04",1769,41,1600,35,1,1,2019,53,2269,64,169,6
"Arizona",2020-04-04,"04",2019,53,1769,41,1,1,2269,64,2465,67,250,12
"Arizona",2020-04-05,"04",2269,64,2019,53,1,1,2465,67,2575,77,250,11
"Arizona",2020-04-06,"04",2465,67,2269,64,1,1,2575,77,2726,80,196,3
"Arizona",2020-04-07,"04",2575,77,2465,67,1,1,2726,80,3018,89,110,10
"Arizona",2020-04-08,"04",2726,80,2575,77,1,1,3018,89,3112,97,151,3
"Arizona",2020-04-09,"04",3018,89,2726,80,1,1,3112,97,3393,112,292,9
"Arizona",2020-04-10,"04",3112,97,3018,89,1,1,3393,112,3539,117,94,8
"Arizona",2020-04-11,"04",3393,112,3112,97,1,1,3539,117,3702,122,281,15
"Arizona",2020-04-12,"04",3539,117,3393,112,1,1,3702,122,3806,131,146,5
"Arizona",2020-04-13,"04",3702,122,3539,117,1,1,3806,131,3962,142,163,5
"Arizona",2020-04-14,"04",3806,131,3702,122,1,1,3962,142,4234,152,104,9
"Arizona",2020-04-15,"04",3962,142,3806,131,1,1,4234,152,4507,174,156,11
"Arizona",2020-04-16,"04",4234,152,3962,142,1,1,4507,174,4719,181,272,10
"Arizona",2020-04-17,"04",4507,174,4234,152,1,1,4719,181,4929,188,273,22
"Arizona",2020-04-18,"04",4719,181,4507,174,1,1,4929,188,5064,191,212,7
"Arizona",2020-04-19,"04",4929,188,4719,181,1,1,5064,191,5251,213,210,7
"Arizona",2020-04-20,"04",5064,191,4929,188,1,1,5251,213,5459,236,135,3
"Arizona",2020-04-21,"04",5251,213,5064,191,1,1,5459,236,5769,257,187,22
"Arizona",2020-04-22,"04",5459,236,5251,213,1,1,5769,257,6045,268,208,23
"Arizona",2020-04-23,"04",5769,257,5459,236,1,1,6045,268,6280,275,310,21
"Arizona",2020-04-24,"04",6045,268,5769,257,1,1,6280,275,6526,277,276,11
"Arizona",2020-04-25,"04",6280,275,6045,268,1,1,6526,277,6716,277,235,7
"Arizona",2020-04-26,"04",6526,277,6280,275,1,1,6716,277,6948,297,246,2
"Arizona",2020-04-27,"04",6716,277,6526,277,1,1,6948,297,7202,308,190,0
"Arizona",2020-04-28,"04",6948,297,6716,277,1,1,7202,308,7648,320,232,20
"Arizona",2020-04-29,"04",7202,308,6948,297,1,1,7648,320,7962,330,254,11
"Arizona",2020-04-30,"04",7648,320,7202,308,1,1,7962,330,8364,353,446,12
"Arizona",2020-05-01,"04",7962,330,7648,320,1,1,8364,353,8640,362,314,10
"Arizona",2020-05-02,"04",8364,353,7962,330,1,1,8640,362,8919,362,402,23
"Arizona",2020-05-03,"04",8640,362,8364,353,1,1,8919,362,9305,395,276,9
"Arizona",2020-05-04,"04",8919,362,8640,362,1,1,9305,395,9707,426,279,0
"Arizona",2020-05-05,"04",9305,395,8919,362,1,1,9707,426,9945,450,386,33
"Arizona",2020-05-06,"04",9707,426,9305,395,1,1,9945,450,10526,517,402,31
"Arizona",2020-05-07,"04",9945,450,9707,426,1,1,10526,517,10960,532,238,24
"Arizona",2020-05-08,"04",10526,517,9945,450,1,1,10960,532,11119,536,581,67
"Arizona",2020-05-09,"04",10960,532,10526,517,1,1,11119,536,11380,542,434,15
"Arizona",2020-05-10,"04",11119,536,10960,532,1,1,11380,542,11736,562,159,4
"Arizona",2020-05-11,"04",11380,542,11119,536,1,1,11736,562,12176,594,261,6
"Arizona",2020-05-12,"04",11736,562,11380,542,1,1,12176,594,12674,624,356,20
"Arizona",2020-05-13,"04",12176,594,11736,562,1,1,12674,624,13169,651,440,32
"Arizona",2020-05-14,"04",12674,624,12176,594,1,1,13169,651,13631,679,498,30
"Arizona",2020-05-15,"04",13169,651,12674,624,1,1,13631,679,13937,680,495,27
"Arizona",2020-05-16,"04",13631,679,13169,651,1,1,13937,680,14170,686,462,28
"Arizona",2020-05-17,"04",13937,680,13631,679,1,1,14170,686,14566,704,306,1
"Arizona",2020-05-18,"04",14170,686,13937,680,1,1,14566,704,14897,747,233,6
"Arizona",2020-05-19,"04",14566,704,14170,686,1,1,14897,747,15315,763,396,18
"Arizona",2020-05-20,"04",14897,747,14566,704,1,1,15315,763,15608,775,331,43
"Arizona",2020-05-21,"04",15315,763,14897,747,1,1,15608,775,16040,799,418,16
"Arizona",2020-05-22,"04",15608,775,15315,763,1,1,16040,799,16339,800,293,12
"Arizona",2020-05-23,"04",16040,799,15608,775,1,1,16339,800,16561,806,432,24
"Arizona",2020-05-24,"04",16339,800,16040,799,1,1,16561,806,16783,807,299,1
"Arizona",2020-05-25,"04",16561,806,16339,800,1,1,16783,807,17262,831,222,6
"Arizona",2020-05-26,"04",16783,807,16561,806,1,1,17262,831,17763,857,222,1
"Arizona",2020-05-27,"04",17262,831,16783,807,1,1,17763,857,18465,885,479,24
"Arizona",2020-05-28,"04",17763,857,17262,831,1,1,18465,885,19255,903,501,26
"Arizona",2020-05-29,"04",18465,885,17763,857,1,1,19255,903,19936,906,702,28
"Arizona",2020-05-30,"04",19255,903,18465,885,1,1,19936,906,20123,918,790,18
"Arizona",2020-05-31,"04",19936,906,19255,903,1,1,20123,918,21250,943,681,3
"Arizona",2020-06-01,"04",20123,918,19936,906,1,1,21250,943,22245,983,187,12
"Arizona",2020-06-02,"04",21250,943,20123,918,1,1,22245,983,22818,1000,1127,25
"Arizona",2020-06-03,"04",22245,983,21250,943,1,1,22818,1000,24369,1016,995,40
"Arizona",2020-06-04,"04",22818,1000,22245,983,1,1,24369,1016,NA,NA,573,17
"Arizona",2020-06-05,"04",24369,1016,22818,1000,1,1,NA,NA,NA,NA,1551,16
"Arkansas",2020-03-11,"05",1,0,NA,NA,NA,NA,6,0,7,0,NA,NA
"Arkansas",2020-03-12,"05",6,0,1,0,1,1,7,0,9,0,5,0
"Arkansas",2020-03-13,"05",7,0,6,0,1,1,9,0,16,0,1,0
"Arkansas",2020-03-14,"05",9,0,7,0,1,1,16,0,22,0,2,0
"Arkansas",2020-03-15,"05",16,0,9,0,1,1,22,0,22,0,7,0
"Arkansas",2020-03-16,"05",22,0,16,0,1,1,22,0,33,0,6,0
"Arkansas",2020-03-17,"05",22,0,22,0,1,1,33,0,62,0,0,0
"Arkansas",2020-03-18,"05",33,0,22,0,1,1,62,0,100,0,11,0
"Arkansas",2020-03-19,"05",62,0,33,0,1,1,100,0,118,0,29,0
"Arkansas",2020-03-20,"05",100,0,62,0,1,1,118,0,165,0,38,0
"Arkansas",2020-03-21,"05",118,0,100,0,1,1,165,0,201,0,18,0
"Arkansas",2020-03-22,"05",165,0,118,0,1,1,201,0,231,2,47,0
"Arkansas",2020-03-23,"05",201,0,165,0,1,1,231,2,307,2,36,0
"Arkansas",2020-03-24,"05",231,2,201,0,1,1,307,2,350,3,30,2
"Arkansas",2020-03-25,"05",307,2,231,2,1,1,350,3,385,3,76,0
"Arkansas",2020-03-26,"05",350,3,307,2,1,1,385,3,409,5,43,1
"Arkansas",2020-03-27,"05",385,3,350,3,1,1,409,5,449,6,35,0
"Arkansas",2020-03-28,"05",409,5,385,3,1,1,449,6,508,7,24,2
"Arkansas",2020-03-29,"05",449,6,409,5,1,1,508,7,564,8,40,1
"Arkansas",2020-03-30,"05",508,7,449,6,1,1,564,8,624,10,59,1
"Arkansas",2020-03-31,"05",564,8,508,7,1,1,624,10,683,12,56,1
"Arkansas",2020-04-01,"05",624,10,564,8,1,1,683,12,738,12,60,2
"Arkansas",2020-04-02,"05",683,12,624,10,1,1,738,12,743,14,59,2
"Arkansas",2020-04-03,"05",738,12,683,12,1,1,743,14,853,16,55,0
"Arkansas",2020-04-04,"05",743,14,738,12,1,1,853,16,927,16,5,2
"Arkansas",2020-04-05,"05",853,16,743,14,1,1,927,16,997,18,110,2
"Arkansas",2020-04-06,"05",927,16,853,16,1,1,997,18,1077,18,74,0
"Arkansas",2020-04-07,"05",997,18,927,16,1,1,1077,18,1146,21,70,2
"Arkansas",2020-04-08,"05",1077,18,997,18,1,1,1146,21,1202,24,80,0
